date,product_id,category,units_sold,units_ordered,price,discount(%),weather,season,demand,promotion,holiday
2022-03-31,P034,Stationary,3,4,1200,0,Hot,Summer,Low,No,No
2022-03-31,P016,Utilities,1,1,35000,0,Hot,Summer,Low,No,No
2022-03-31,P008,Groceries,9,10,45,0,Hot,Summer,Medium,No,No
2022-03-31,P017,Beauty,4,4,199,0,Hot,Summer,Medium,No,No
2022-03-31,P035,Groceries,5,6,260,0,Hot,Summer,Low,No,No
2022-03-31,P018,Makeup,2,2,499,0,Hot,Summer,Low,No,No
2022-03-31,P022,Travel Necessaries,6,7,2500,5,Hot,Summer,High,Yes,No
2022-03-31,P024,Sweets,8,8,400,0,Hot,Summer,Medium,No,No
2022-03-31,P020,Stationary,4,7,50,0,Hot,Summer,Low,No,No
2022-03-31,P025,Clothes,5,8,250,0,Hot,Summer,Medium,No,No
2022-04-01,P025,Clothes,4,5,250,0,Sunny,Summer,Low,No,No
2022-04-01,P039,Cold Beverages,12,13,300,0,Sunny,Summer,High,No,No
2022-04-01,P021,Travel Necessaries,2,4,700,0,Sunny,Summer,Medium,No,No
2022-04-01,P013,Utilities,1,3,300,0,Sunny,Summer,Low,No,No
2022-04-01,P029,Electronics,1,4,2800,0,Sunny,Summer,Low,No,No
2022-04-01,P017,Beauty,2,5,199,0,Sunny,Summer,Low,No,No
2022-04-01,P029,Electronics,1,1,2800,0,Sunny,Summer,Low,No,No
2022-04-01,P011,Cold Beverages,14,16,20,0,Sunny,Summer,High,No,No
2022-04-01,P007,Groceries,11,12,250,15,Sunny,Summer,Medium,Yes,No
2022-04-01,P004,Electronics,2,3,15000,25,Sunny,Summer,Medium,Yes,No
2022-04-01,P039,Cold Beverages,9,9,300,10,Sunny,Summer,Medium,Yes,No
2022-04-01,P001,Clothes,2,5,799,0,Sunny,Summer,Low,No,No
2022-04-01,P008,Groceries,6,7,45,0,Sunny,Summer,Low,No,No
2022-04-01,P001,Clothes,7,9,799,25,Sunny,Summer,Medium,Yes,No
2022-04-01,P036,Beauty,5,7,899,0,Sunny,Summer,Medium,No,No
2022-04-02,P003,Clothes,2,5,499,0,Hot,Summer,Low,No,Yes
2022-04-02,P007,Groceries,7,7,250,0,Hot,Summer,Low,No,Yes
2022-04-02,P009,Hot Beverages,12,12,120,10,Hot,Summer,High,Yes,Yes
2022-04-02,P021,Travel Necessaries,5,5,700,5,Hot,Summer,High,Yes,Yes
2022-04-02,P040,Sweets,9,12,600,0,Hot,Summer,Medium,No,Yes
2022-04-02,P034,Stationary,4,5,1200,0,Hot,Summer,Low,No,Yes
2022-04-02,P040,Sweets,8,8,600,0,Hot,Summer,Medium,No,Yes
2022-04-02,P002,Clothes,4,6,1499,0,Hot,Summer,Low,No,Yes
2022-04-02,P033,Clothes,4,5,899,0,Hot,Summer,Low,No,Yes
2022-04-02,P035,Groceries,11,11,260,0,Hot,Summer,Medium,No,Yes
2022-04-02,P029,Electronics,3,5,2800,0,Hot,Summer,Medium,No,Yes
2022-04-02,P035,Groceries,9,10,260,0,Hot,Summer,Medium,No,Yes
2022-04-03,P007,Groceries,5,8,250,0,Sunny,Summer,Low,No,Yes
2022-04-03,P026,Clothes,8,9,999,0,Sunny,Summer,Medium,No,Yes
2022-04-03,P007,Groceries,13,14,250,25,Sunny,Summer,Medium,Yes,Yes
2022-04-03,P030,Groceries,6,9,150,0,Sunny,Summer,Low,No,Yes
2022-04-03,P035,Groceries,7,10,260,0,Sunny,Summer,Low,No,Yes
2022-04-03,P012,Cold Beverages,6,9,35,0,Sunny,Summer,Medium,No,Yes
2022-04-03,P013,Utilities,3,4,300,25,Sunny,Summer,Medium,Yes,Yes
2022-04-03,P014,Utilities,3,3,600,0,Sunny,Summer,Medium,No,Yes
2022-04-03,P007,Groceries,6,8,250,0,Sunny,Summer,Low,No,Yes
2022-04-03,P040,Sweets,5,5,600,0,Sunny,Summer,Low,No,Yes
2022-04-03,P024,Sweets,5,5,400,0,Sunny,Summer,Low,No,Yes
2022-04-03,P024,Sweets,8,11,400,0,Sunny,Summer,Medium,No,Yes
2022-04-03,P030,Groceries,14,14,150,0,Sunny,Summer,Medium,No,Yes
2022-04-03,P032,Groceries,12,12,120,0,Sunny,Summer,Medium,No,Yes
2022-04-03,P001,Clothes,9,10,799,0,Sunny,Summer,Medium,No,Yes
2022-04-03,P004,Electronics,2,2,15000,0,Sunny,Summer,Medium,No,Yes
2022-04-03,P040,Sweets,12,14,600,0,Sunny,Summer,Medium,No,Yes
2022-04-03,P005,Electronics,2,2,25000,0,Sunny,Summer,Medium,No,Yes
2022-04-04,P005,Electronics,4,7,25000,0,Humid,Summer,High,No,No
2022-04-04,P006,Electronics,0,1,3500,0,Humid,Summer,Low,No,No
2022-04-04,P015,Utilities,1,3,2000,0,Humid,Summer,Low,No,No
2022-04-04,P009,Hot Beverages,0,1,120,0,Humid,Summer,Low,No,No
2022-04-04,P007,Groceries,13,15,250,10,Humid,Summer,Medium,Yes,No
2022-04-04,P018,Makeup,5,6,499,0,Humid,Summer,Medium,No,No
2022-04-04,P014,Utilities,2,2,600,0,Humid,Summer,Medium,No,No
2022-04-04,P001,Clothes,8,9,799,0,Humid,Summer,Medium,No,No
2022-04-04,P026,Clothes,5,5,999,15,Humid,Summer,Medium,Yes,No
2022-04-04,P024,Sweets,10,13,400,0,Humid,Summer,Medium,No,No
2022-04-04,P025,Clothes,3,5,250,0,Humid,Summer,Low,No,No
2022-04-04,P021,Travel Necessaries,2,3,700,0,Humid,Summer,Medium,No,No
2022-04-04,P024,Sweets,3,6,400,0,Humid,Summer,Low,No,No
2022-04-04,P036,Beauty,5,7,899,0,Humid,Summer,Medium,No,No
2022-04-04,P039,Cold Beverages,16,17,300,15,Humid,Summer,High,Yes,No
2022-04-05,P016,Utilities,16,19,35000,15,Hot,Summer,High,Yes,No
2022-04-05,P036,Beauty,1,2,899,0,Hot,Summer,Low,No,No
2022-04-05,P032,Groceries,6,7,120,0,Hot,Summer,Low,No,No
2022-04-05,P009,Hot Beverages,1,2,120,0,Hot,Summer,Low,No,No
2022-04-05,P017,Beauty,7,10,199,10,Hot,Summer,High,Yes,No
2022-04-05,P037,Clothes,2,5,1500,0,Hot,Summer,Low,No,No
2022-04-05,P010,Hot Beverages,7,7,180,20,Hot,Summer,Medium,Yes,No
2022-04-05,P015,Utilities,0,3,2000,0,Hot,Summer,Low,No,No
2022-04-05,P004,Electronics,0,3,15000,0,Hot,Summer,Low,No,No
2022-04-05,P029,Electronics,1,1,2800,0,Hot,Summer,Low,No,No
2022-04-05,P035,Groceries,11,13,260,0,Hot,Summer,Medium,No,No
2022-04-05,P007,Groceries,11,13,250,0,Hot,Summer,Medium,No,No
2022-04-05,P003,Clothes,2,5,499,0,Hot,Summer,Low,No,No
2022-04-05,P006,Electronics,5,7,3500,0,Hot,Summer,High,No,No
2022-04-05,P033,Clothes,7,8,899,0,Hot,Summer,Medium,No,No
2022-04-05,P027,Beauty,3,3,100,0,Hot,Summer,Medium,No,No
2022-04-05,P015,Utilities,5,5,2000,0,Hot,Summer,High,No,No
2022-04-05,P025,Clothes,10,10,250,15,Hot,Summer,High,Yes,No
2022-04-05,P023,Sweets,5,8,600,0,Hot,Summer,Low,No,No
2022-04-06,P020,Stationary,6,6,50,0,Sunny,Summer,Medium,No,No
2022-04-06,P001,Clothes,9,11,799,15,Sunny,Summer,Medium,Yes,No
2022-04-06,P040,Sweets,4,7,600,0,Sunny,Summer,Low,No,No
2022-04-06,P017,Beauty,4,6,199,10,Sunny,Summer,Medium,Yes,No
2022-04-06,P002,Clothes,7,7,1499,0,Sunny,Summer,Medium,No,No
2022-04-06,P036,Beauty,4,5,899,0,Sunny,Summer,Medium,No,No
2022-04-06,P014,Utilities,2,4,600,0,Sunny,Summer,Medium,No,No
2022-04-06,P022,Travel Necessaries,1,2,2500,0,Sunny,Summer,Low,No,No
2022-04-06,P007,Groceries,23,26,250,10,Sunny,Summer,High,Yes,No
2022-04-06,P040,Sweets,6,8,600,0,Sunny,Summer,Low,No,No
2022-04-06,P006,Electronics,2,2,3500,10,Sunny,Summer,Medium,Yes,No
2022-04-06,P013,Utilities,4,5,300,0,Sunny,Summer,High,No,No
2022-04-06,P003,Clothes,6,7,499,0,Sunny,Summer,Medium,No,No
2022-04-06,P029,Electronics,0,3,2800,0,Sunny,Summer,Low,No,No
2022-04-06,P020,Stationary,11,13,50,25,Sunny,Summer,High,Yes,No
2022-04-06,P023,Sweets,6,6,600,0,Sunny,Summer,Low,No,No
2022-04-06,P024,Sweets,7,9,400,0,Sunny,Summer,Medium,No,No
2022-04-06,P006,Electronics,6,9,3500,20,Sunny,Summer,High,Yes,No
2022-04-06,P001,Clothes,3,3,799,0,Sunny,Summer,Low,No,No
2022-04-07,P010,Hot Beverages,3,6,180,0,Humid,Summer,Low,No,No
2022-04-07,P009,Hot Beverages,10,13,120,25,Humid,Summer,High,Yes,No
2022-04-07,P040,Sweets,8,9,600,0,Humid,Summer,Medium,No,No
2022-04-07,P036,Beauty,2,3,899,0,Humid,Summer,Low,No,No
2022-04-07,P028,Sweets,13,15,250,0,Humid,Summer,Medium,No,No
2022-04-07,P029,Electronics,0,1,2800,0,Humid,Summer,Low,No,No
2022-04-07,P009,Hot Beverages,7,8,120,0,Humid,Summer,Medium,No,No
2022-04-07,P017,Beauty,3,3,199,0,Humid,Summer,Medium,No,No
2022-04-07,P027,Beauty,4,5,100,0,Humid,Summer,Medium,No,No
2022-04-07,P023,Sweets,5,6,600,0,Humid,Summer,Low,No,No
2022-04-07,P002,Clothes,5,7,1499,0,Humid,Summer,Medium,No,No
2022-04-07,P022,Travel Necessaries,2,3,2500,0,Humid,Summer,Medium,No,No
2022-04-07,P003,Clothes,4,6,499,0,Humid,Summer,Low,No,No
2022-04-07,P036,Beauty,5,5,899,0,Humid,Summer,Medium,No,No
2022-04-07,P013,Utilities,0,3,300,0,Humid,Summer,Low,No,No
2022-04-07,P039,Cold Beverages,7,8,300,0,Humid,Summer,Medium,No,No
2022-04-07,P007,Groceries,10,13,250,0,Humid,Summer,Medium,No,No
2022-04-07,P033,Clothes,3,3,899,0,Humid,Summer,Low,No,No
2022-04-08,P031,Groceries,11,12,220,10,Sunny,Summer,Medium,Yes,No
2022-04-08,P024,Sweets,14,17,400,20,Sunny,Summer,High,Yes,No
2022-04-08,P009,Hot Beverages,5,8,120,0,Sunny,Summer,Medium,No,No
2022-04-08,P006,Electronics,2,5,3500,0,Sunny,Summer,Medium,No,No
2022-04-08,P015,Utilities,4,6,2000,0,Sunny,Summer,High,No,No
2022-04-08,P037,Clothes,7,8,1500,0,Sunny,Summer,Medium,No,No
2022-04-08,P009,Hot Beverages,16,18,120,25,Sunny,Summer,High,Yes,No
2022-04-08,P002,Clothes,6,9,1499,0,Sunny,Summer,Medium,No,No
2022-04-08,P027,Beauty,1,3,100,0,Sunny,Summer,Low,No,No
2022-04-08,P021,Travel Necessaries,1,2,700,0,Sunny,Summer,Low,No,No
2022-04-08,P021,Travel Necessaries,3,3,700,10,Sunny,Summer,Medium,Yes,No
2022-04-08,P010,Hot Beverages,5,6,180,0,Sunny,Summer,Medium,No,No
2022-04-08,P034,Stationary,4,7,1200,0,Sunny,Summer,Low,No,No
2022-04-08,P010,Hot Beverages,6,6,180,0,Sunny,Summer,Medium,No,No
2022-04-09,P021,Travel Necessaries,1,1,700,0,Hot,Summer,Low,No,Yes
2022-04-09,P003,Clothes,8,8,499,0,Hot,Summer,Medium,No,Yes
2022-04-09,P016,Utilities,10,13,35000,0,Hot,Summer,High,No,Yes
2022-04-09,P034,Stationary,8,11,1200,5,Hot,Summer,Medium,Yes,Yes
2022-04-09,P026,Clothes,11,14,999,0,Hot,Summer,High,No,Yes
2022-04-09,P030,Groceries,8,11,150,0,Hot,Summer,Medium,No,Yes
2022-04-09,P040,Sweets,7,9,600,0,Hot,Summer,Medium,No,Yes
2022-04-09,P012,Cold Beverages,13,16,35,0,Hot,Summer,High,No,Yes
2022-04-09,P013,Utilities,1,1,300,0,Hot,Summer,Low,No,Yes
2022-04-09,P018,Makeup,0,1,499,0,Hot,Summer,Low,No,Yes
2022-04-10,P029,Electronics,3,4,2800,0,Hot,Summer,Medium,No,Yes
2022-04-10,P004,Electronics,1,3,15000,0,Hot,Summer,Low,No,Yes
2022-04-10,P011,Cold Beverages,8,9,20,0,Hot,Summer,Medium,No,Yes
2022-04-10,P011,Cold Beverages,13,14,20,0,Hot,Summer,High,No,Yes
2022-04-10,P025,Clothes,14,14,250,0,Hot,Summer,High,No,Yes
2022-04-10,P033,Clothes,6,7,899,0,Hot,Summer,Medium,No,Yes
2022-04-10,P006,Electronics,3,6,3500,0,Hot,Summer,Medium,No,Yes
2022-04-10,P008,Groceries,23,26,45,15,Hot,Summer,High,Yes,Yes
2022-04-10,P006,Electronics,5,6,3500,0,Hot,Summer,High,No,Yes
2022-04-10,P002,Clothes,7,8,1499,20,Hot,Summer,Medium,Yes,Yes
2022-04-10,P026,Clothes,7,10,999,0,Hot,Summer,Medium,No,Yes
2022-04-10,P012,Cold Beverages,21,22,35,0,Hot,Summer,High,No,Yes
2022-04-10,P006,Electronics,1,1,3500,0,Hot,Summer,Low,No,Yes
2022-04-10,P030,Groceries,11,14,150,0,Hot,Summer,Medium,No,Yes
2022-04-10,P004,Electronics,5,6,15000,0,Hot,Summer,High,No,Yes
2022-04-10,P030,Groceries,19,21,150,25,Hot,Summer,High,Yes,Yes
2022-04-10,P026,Clothes,7,9,999,0,Hot,Summer,Medium,No,Yes
2022-04-11,P019,Stationary,6,7,60,0,Hot,Summer,Medium,No,No
2022-04-11,P004,Electronics,0,1,15000,10,Hot,Summer,Low,Yes,No
2022-04-11,P039,Cold Beverages,16,16,300,0,Hot,Summer,High,No,No
2022-04-11,P004,Electronics,6,6,15000,15,Hot,Summer,High,Yes,No
2022-04-11,P036,Beauty,2,3,899,0,Hot,Summer,Low,No,No
2022-04-11,P003,Clothes,6,6,499,25,Hot,Summer,Medium,Yes,No
2022-04-11,P030,Groceries,3,3,150,0,Hot,Summer,Low,No,No
2022-04-11,P016,Utilities,6,9,35000,0,Hot,Summer,High,No,No
2022-04-11,P039,Cold Beverages,11,12,300,0,Hot,Summer,High,No,No
2022-04-11,P035,Groceries,8,11,260,0,Hot,Summer,Medium,No,No
2022-04-11,P030,Groceries,5,8,150,0,Hot,Summer,Low,No,No
2022-04-11,P013,Utilities,4,6,300,5,Hot,Summer,High,Yes,No
2022-04-12,P017,Beauty,4,6,199,0,Humid,Summer,Medium,No,No
2022-04-12,P001,Clothes,4,6,799,0,Humid,Summer,Low,No,No
2022-04-12,P003,Clothes,5,6,499,0,Humid,Summer,Medium,No,No
2022-04-12,P040,Sweets,10,13,600,0,Humid,Summer,Medium,No,No
2022-04-12,P008,Groceries,12,12,45,10,Humid,Summer,Medium,Yes,No
2022-04-12,P019,Stationary,6,6,60,0,Humid,Summer,Medium,No,No
2022-04-12,P032,Groceries,10,11,120,0,Humid,Summer,Medium,No,No
2022-04-12,P034,Stationary,10,13,1200,0,Humid,Summer,High,No,No
2022-04-12,P017,Beauty,4,6,199,0,Humid,Summer,Medium,No,No
2022-04-12,P009,Hot Beverages,2,5,120,0,Humid,Summer,Low,No,No
2022-04-12,P024,Sweets,5,5,400,0,Humid,Summer,Low,No,No
2022-04-12,P039,Cold Beverages,15,17,300,0,Humid,Summer,High,No,No
2022-04-12,P040,Sweets,10,10,600,20,Humid,Summer,Medium,Yes,No
2022-04-12,P034,Stationary,4,5,1200,0,Humid,Summer,Low,No,No
2022-04-12,P018,Makeup,3,6,499,0,Humid,Summer,Medium,No,No
2022-04-12,P019,Stationary,4,4,60,0,Humid,Summer,Low,No,No
2022-04-12,P005,Electronics,3,3,25000,0,Humid,Summer,Medium,No,No
2022-04-12,P020,Stationary,8,11,50,0,Humid,Summer,Medium,No,No
2022-04-12,P028,Sweets,9,11,250,0,Humid,Summer,Medium,No,No
2022-04-13,P002,Clothes,4,7,1499,0,Hot,Summer,Low,No,No
2022-04-13,P014,Utilities,3,4,600,0,Hot,Summer,Medium,No,No
2022-04-13,P035,Groceries,13,16,260,0,Hot,Summer,Medium,No,No
2022-04-13,P005,Electronics,3,5,25000,0,Hot,Summer,Medium,No,No
2022-04-13,P021,Travel Necessaries,5,7,700,0,Hot,Summer,High,No,No
2022-04-13,P027,Beauty,5,6,100,15,Hot,Summer,Medium,Yes,No
2022-04-13,P029,Electronics,2,4,2800,0,Hot,Summer,Medium,No,No
2022-04-13,P012,Cold Beverages,2,4,35,0,Hot,Summer,Low,No,No
2022-04-13,P037,Clothes,5,7,1500,0,Hot,Summer,Medium,No,No
2022-04-13,P022,Travel Necessaries,4,7,2500,0,Hot,Summer,High,No,No
2022-04-13,P037,Clothes,5,7,1500,0,Hot,Summer,Medium,No,No
2022-04-13,P004,Electronics,2,4,15000,0,Hot,Summer,Medium,No,No
2022-04-13,P031,Groceries,14,17,220,25,Hot,Summer,Medium,Yes,No
2022-04-13,P031,Groceries,9,10,220,0,Hot,Summer,Medium,No,No
2022-04-13,P012,Cold Beverages,21,23,35,20,Hot,Summer,High,Yes,No
2022-04-13,P022,Travel Necessaries,1,1,2500,0,Hot,Summer,Low,No,No
2022-04-13,P021,Travel Necessaries,2,2,700,0,Hot,Summer,Medium,No,No
2022-04-13,P036,Beauty,3,4,899,0,Hot,Summer,Medium,No,No
2022-04-14,P030,Groceries,8,8,150,0,Hot,Summer,Medium,No,No
2022-04-14,P039,Cold Beverages,9,11,300,0,Hot,Summer,Medium,No,No
2022-04-14,P001,Clothes,4,4,799,0,Hot,Summer,Low,No,No
2022-04-14,P025,Clothes,5,5,250,0,Hot,Summer,Medium,No,No
2022-04-14,P014,Utilities,5,8,600,0,Hot,Summer,High,No,No
2022-04-14,P020,Stationary,12,13,50,0,Hot,Summer,High,No,No
2022-04-14,P010,Hot Beverages,3,6,180,25,Hot,Summer,Low,Yes,No
2022-04-14,P033,Clothes,8,11,899,25,Hot,Summer,Medium,Yes,No
2022-04-14,P013,Utilities,5,8,300,0,Hot,Summer,High,No,No
2022-04-14,P007,Groceries,3,4,250,0,Hot,Summer,Low,No,No
2022-04-15,P012,Cold Beverages,12,15,35,0,Hot,Summer,High,No,No
2022-04-15,P021,Travel Necessaries,1,1,700,0,Hot,Summer,Low,No,No
2022-04-15,P024,Sweets,10,12,400,0,Hot,Summer,Medium,No,No
2022-04-15,P031,Groceries,9,10,220,0,Hot,Summer,Medium,No,No
2022-04-15,P030,Groceries,12,14,150,20,Hot,Summer,Medium,Yes,No
2022-04-15,P030,Groceries,7,7,150,0,Hot,Summer,Low,No,No
2022-04-15,P013,Utilities,2,2,300,0,Hot,Summer,Medium,No,No
2022-04-15,P040,Sweets,9,11,600,0,Hot,Summer,Medium,No,No
2022-04-15,P025,Clothes,7,10,250,20,Hot,Summer,Medium,Yes,No
2022-04-15,P010,Hot Beverages,5,7,180,0,Hot,Summer,Medium,No,No
2022-04-15,P022,Travel Necessaries,1,1,2500,0,Hot,Summer,Low,No,No
2022-04-15,P016,Utilities,11,13,35000,25,Hot,Summer,High,Yes,No
2022-04-15,P018,Makeup,3,5,499,25,Hot,Summer,Medium,Yes,No
2022-04-15,P035,Groceries,10,12,260,0,Hot,Summer,Medium,No,No
2022-04-15,P018,Makeup,6,6,499,10,Hot,Summer,High,Yes,No
2022-04-15,P008,Groceries,6,7,45,0,Hot,Summer,Low,No,No
2022-04-15,P018,Makeup,6,9,499,0,Hot,Summer,High,No,No
2022-04-15,P009,Hot Beverages,13,13,120,5,Hot,Summer,High,Yes,No
2022-04-15,P021,Travel Necessaries,0,2,700,0,Hot,Summer,Low,No,No
2022-04-15,P020,Stationary,14,16,50,10,Hot,Summer,High,Yes,No
2022-04-16,P005,Electronics,3,6,25000,0,Hot,Summer,Medium,No,Yes
2022-04-16,P035,Groceries,5,6,260,0,Hot,Summer,Low,No,Yes
2022-04-16,P028,Sweets,12,14,250,0,Hot,Summer,Medium,No,Yes
2022-04-16,P014,Utilities,0,3,600,0,Hot,Summer,Low,No,Yes
2022-04-16,P031,Groceries,3,5,220,0,Hot,Summer,Low,No,Yes
2022-04-16,P035,Groceries,4,7,260,0,Hot,Summer,Low,No,Yes
2022-04-16,P036,Beauty,5,7,899,0,Hot,Summer,Medium,No,Yes
2022-04-16,P033,Clothes,6,6,899,15,Hot,Summer,Medium,Yes,Yes
2022-04-16,P019,Stationary,3,4,60,0,Hot,Summer,Low,No,Yes
2022-04-16,P023,Sweets,9,10,600,0,Hot,Summer,Medium,No,Yes
2022-04-16,P016,Utilities,4,5,35000,0,Hot,Summer,High,No,Yes
2022-04-17,P006,Electronics,0,3,3500,0,Hot,Summer,Low,No,Yes
2022-04-17,P025,Clothes,3,4,250,0,Hot,Summer,Low,No,Yes
2022-04-17,P021,Travel Necessaries,4,7,700,0,Hot,Summer,High,No,Yes
2022-04-17,P016,Utilities,4,7,35000,0,Hot,Summer,High,No,Yes
2022-04-17,P008,Groceries,7,7,45,0,Hot,Summer,Low,No,Yes
2022-04-17,P001,Clothes,9,11,799,0,Hot,Summer,Medium,No,Yes
2022-04-17,P024,Sweets,4,4,400,0,Hot,Summer,Low,No,Yes
2022-04-17,P009,Hot Beverages,7,7,120,0,Hot,Summer,Medium,No,Yes
2022-04-17,P020,Stationary,7,9,50,0,Hot,Summer,Medium,No,Yes
2022-04-17,P028,Sweets,2,4,250,0,Hot,Summer,Low,No,Yes
2022-04-17,P030,Groceries,9,9,150,0,Hot,Summer,Medium,No,Yes
2022-04-17,P035,Groceries,6,9,260,0,Hot,Summer,Low,No,Yes
2022-04-17,P010,Hot Beverages,6,9,180,0,Hot,Summer,Medium,No,Yes
2022-04-17,P038,Utilities,5,5,450,0,Hot,Summer,High,No,Yes
2022-04-17,P006,Electronics,4,5,3500,0,Hot,Summer,High,No,Yes
2022-04-17,P032,Groceries,8,8,120,0,Hot,Summer,Medium,No,Yes
2022-04-17,P039,Cold Beverages,29,32,300,15,Hot,Summer,High,Yes,Yes
2022-04-17,P029,Electronics,3,6,2800,5,Hot,Summer,Medium,Yes,Yes
2022-04-17,P013,Utilities,3,5,300,0,Hot,Summer,Medium,No,Yes
2022-04-18,P027,Beauty,6,8,100,0,Sunny,Summer,High,No,No
2022-04-18,P003,Clothes,5,8,499,0,Sunny,Summer,Medium,No,No
2022-04-18,P024,Sweets,13,16,400,5,Sunny,Summer,Medium,Yes,No
2022-04-18,P025,Clothes,6,7,250,0,Sunny,Summer,Medium,No,No
2022-04-18,P030,Groceries,13,13,150,0,Sunny,Summer,Medium,No,No
2022-04-18,P016,Utilities,7,7,35000,0,Sunny,Summer,High,No,No
2022-04-18,P035,Groceries,10,12,260,0,Sunny,Summer,Medium,No,No
2022-04-18,P010,Hot Beverages,2,4,180,0,Sunny,Summer,Low,No,No
2022-04-18,P016,Utilities,7,9,35000,0,Sunny,Summer,High,No,No
2022-04-18,P006,Electronics,2,5,3500,20,Sunny,Summer,Medium,Yes,No
2022-04-18,P030,Groceries,7,10,150,0,Sunny,Summer,Low,No,No
2022-04-18,P039,Cold Beverages,13,14,300,0,Sunny,Summer,High,No,No
2022-04-18,P032,Groceries,10,11,120,0,Sunny,Summer,Medium,No,No
2022-04-18,P001,Clothes,11,11,799,10,Sunny,Summer,High,Yes,No
2022-04-18,P027,Beauty,6,7,100,10,Sunny,Summer,High,Yes,No
2022-04-18,P009,Hot Beverages,6,9,120,15,Sunny,Summer,Medium,Yes,No
2022-04-18,P028,Sweets,9,12,250,0,Sunny,Summer,Medium,No,No
2022-04-19,P032,Groceries,16,16,120,15,Sunny,Summer,High,Yes,No
2022-04-19,P017,Beauty,3,3,199,25,Sunny,Summer,Medium,Yes,No
2022-04-19,P009,Hot Beverages,4,6,120,0,Sunny,Summer,Low,No,No
2022-04-19,P029,Electronics,1,2,2800,0,Sunny,Summer,Low,No,No
2022-04-19,P017,Beauty,2,3,199,0,Sunny,Summer,Low,No,No
2022-04-19,P012,Cold Beverages,10,11,35,0,Sunny,Summer,High,No,No
2022-04-19,P040,Sweets,11,14,600,5,Sunny,Summer,Medium,Yes,No
2022-04-19,P017,Beauty,7,9,199,15,Sunny,Summer,High,Yes,No
2022-04-19,P017,Beauty,3,6,199,25,Sunny,Summer,Medium,Yes,No
2022-04-19,P019,Stationary,13,15,60,25,Sunny,Summer,High,Yes,No
2022-04-19,P023,Sweets,10,12,600,0,Sunny,Summer,Medium,No,No
2022-04-19,P037,Clothes,8,11,1500,0,Sunny,Summer,Medium,No,No
2022-04-19,P030,Groceries,5,8,150,0,Sunny,Summer,Low,No,No
2022-04-19,P035,Groceries,6,9,260,0,Sunny,Summer,Low,No,No
2022-04-19,P011,Cold Beverages,9,11,20,0,Sunny,Summer,Medium,No,No
2022-04-20,P007,Groceries,9,11,250,0,Humid,Summer,Medium,No,No
2022-04-20,P025,Clothes,10,10,250,0,Humid,Summer,High,No,No
2022-04-20,P001,Clothes,6,9,799,0,Humid,Summer,Medium,No,No
2022-04-20,P031,Groceries,1,4,220,0,Humid,Summer,Low,No,No
2022-04-20,P025,Clothes,2,5,250,0,Humid,Summer,Low,No,No
2022-04-20,P020,Stationary,6,7,50,0,Humid,Summer,Medium,No,No
2022-04-20,P004,Electronics,4,7,15000,20,Humid,Summer,High,Yes,No
2022-04-20,P004,Electronics,0,0,15000,0,Humid,Summer,Low,No,No
2022-04-20,P011,Cold Beverages,15,17,20,0,Humid,Summer,High,No,No
2022-04-20,P025,Clothes,7,10,250,0,Humid,Summer,Medium,No,No
2022-04-20,P032,Groceries,4,7,120,0,Humid,Summer,Low,No,No
2022-04-20,P039,Cold Beverages,13,14,300,0,Humid,Summer,High,No,No
2022-04-21,P008,Groceries,9,11,45,0,Humid,Summer,Medium,No,No
2022-04-21,P025,Clothes,3,4,250,0,Humid,Summer,Low,No,No
2022-04-21,P006,Electronics,1,2,3500,0,Humid,Summer,Low,No,No
2022-04-21,P008,Groceries,5,5,45,0,Humid,Summer,Low,No,No
2022-04-21,P006,Electronics,1,2,3500,25,Humid,Summer,Low,Yes,No
2022-04-21,P017,Beauty,11,11,199,25,Humid,Summer,High,Yes,No
2022-04-21,P023,Sweets,5,7,600,0,Humid,Summer,Low,No,No
2022-04-21,P019,Stationary,9,9,60,0,Humid,Summer,Medium,No,No
2022-04-21,P001,Clothes,3,3,799,0,Humid,Summer,Low,No,No
2022-04-21,P012,Cold Beverages,9,9,35,0,Humid,Summer,Medium,No,No
2022-04-21,P038,Utilities,5,7,450,0,Humid,Summer,High,No,No
2022-04-21,P030,Groceries,7,8,150,0,Humid,Summer,Low,No,No
2022-04-21,P017,Beauty,3,6,199,0,Humid,Summer,Medium,No,No
2022-04-21,P022,Travel Necessaries,1,1,2500,0,Humid,Summer,Low,No,No
2022-04-21,P040,Sweets,3,5,600,0,Humid,Summer,Low,No,No
2022-04-21,P027,Beauty,7,7,100,20,Humid,Summer,High,Yes,No
2022-04-22,P037,Clothes,10,13,1500,20,Sunny,Summer,High,Yes,No
2022-04-22,P001,Clothes,3,6,799,0,Sunny,Summer,Low,No,No
2022-04-22,P002,Clothes,0,1,1499,0,Sunny,Summer,Low,No,No
2022-04-22,P037,Clothes,6,9,1500,0,Sunny,Summer,Medium,No,No
2022-04-22,P017,Beauty,3,3,199,5,Sunny,Summer,Medium,Yes,No
2022-04-22,P040,Sweets,13,16,600,0,Sunny,Summer,Medium,No,No
2022-04-22,P018,Makeup,5,7,499,20,Sunny,Summer,Medium,Yes,No
2022-04-22,P013,Utilities,4,5,300,0,Sunny,Summer,High,No,No
2022-04-22,P012,Cold Beverages,11,14,35,0,Sunny,Summer,High,No,No
2022-04-22,P004,Electronics,1,3,15000,0,Sunny,Summer,Low,No,No
